step_index,E_pdr_m,N_pdr_m,E_rtk_m,N_rtk_m,error_m
934,89.273172,-116.197518,-111.179624,-17.441384,223.459387
935,88.768182,-116.720375,-111.505489,-18.021469,223.273414
936,88.270725,-117.247500,-111.821263,-18.680183,223.052279
937,87.801865,-117.808744,-112.095568,-19.261541,222.868874
938,87.330379,-118.346595,-112.386782,-19.899011,222.663135
939,86.851056,-118.860373,-112.662952,-20.481153,222.450692
940,86.380278,-119.407520,-112.941230,-21.106055,222.243653
941,85.854837,-119.895236,-113.267386,-21.684782,222.024668
942,85.394949,-120.453178,-113.583782,-22.288177,221.875873
943,84.883156,-120.971225,-113.941300,-22.858456,221.714410
944,84.424829,-121.541388,-114.234955,-23.489059,221.539994
945,83.911700,-122.032148,-114.545659,-24.077530,221.315229
946,83.414151,-122.552871,-114.876639,-24.660327,221.138390
947,82.906514,-123.041166,-115.197997,-25.230063,220.935305
948,82.399122,-123.542194,-115.546978,-25.847460,220.741748
949,81.904742,-124.057239,-115.836300,-26.407073,220.538148
950,81.400105,-124.552862,-116.105800,-27.008167,220.280617
951,80.879325,-125.040953,-116.407330,-27.591635,220.041800
952,80.409492,-125.564356,-116.701757,-28.235780,219.831063
953,79.878671,-126.022724,-116.980817,-28.803503,219.556906
954,79.421589,-126.579881,-117.286921,-29.420830,219.394893
955,78.888592,-127.043113,-117.603688,-29.985977,219.155889
956,78.405526,-127.553731,-117.984460,-30.587223,219.024041
957,77.871649,-128.004923,-118.345290,-31.157320,218.816237
958,77.362013,-128.476845,-118.708174,-31.772594,218.621203
959,76.843654,-128.957644,-118.987872,-32.310325,218.381984
960,76.342013,-129.439763,-119.277323,-32.911272,218.139116
961,75.855266,-129.964194,-119.551888,-33.422114,217.954879
962,75.359148,-130.487170,-119.861855,-34.082207,217.727254
963,74.850277,-130.978171,-120.142515,-34.668937,217.480246
964,74.369733,-131.499731,-120.416253,-35.317583,217.238546
965,73.826248,-131.943445,-120.667443,-35.884239,216.922030
966,73.414182,-132.522197,-120.960220,-36.531977,216.784525
967,72.918733,-132.979618,-121.232798,-37.065861,216.550839
968,72.465801,-133.515369,-121.555544,-37.680836,216.399029
969,71.964019,-134.037057,-121.863304,-38.209428,216.222029
970,71.467791,-134.575326,-122.165339,-38.859241,215.998513
971,71.032498,-135.135819,-122.435347,-39.419501,215.850459
972,70.556429,-135.668075,-122.731448,-40.058243,215.641933
973,70.105201,-136.216799,-123.038487,-40.614342,215.509430
974,69.633177,-136.759898,-123.340955,-41.231921,215.324430
975,69.107734,-137.240651,-123.691145,-41.799544,215.128828
976,68.657283,-137.805723,-124.021354,-42.414096,214.999115
977,68.116626,-138.278714,-124.338905,-42.931383,214.779526
978,67.695495,-138.850147,-124.652537,-43.535022,214.668904
979,67.153151,-139.311611,-124.974099,-44.073958,214.436683
980,66.623939,-139.770290,-125.300249,-44.715176,214.173688
981,66.151335,-140.291841,-125.582179,-45.210578,214.014455
982,65.603929,-140.721990,-125.895137,-45.864018,213.705234
983,65.099166,-141.191227,-126.144222,-46.425431,213.435211
984,64.567083,-141.649922,-126.411660,-47.077750,213.112121
985,64.084342,-142.146469,-126.700311,-47.646623,212.906094
986,63.647928,-142.696465,-126.990773,-48.257398,212.748330
987,63.065651,-143.097879,-127.300827,-48.799624,212.441891
988,62.603519,-143.633066,-127.607005,-49.425058,212.262084
989,62.052320,-144.056820,-127.898050,-49.954154,211.982204
990,61.556058,-144.580188,-128.213271,-50.530956,211.796261
991,61.014521,-145.044665,-128.550311,-51.090349,211.570885
992,60.439825,-145.446856,-128.855137,-51.727431,211.224794
993,59.982271,-145.968428,-129.155984,-52.275609,211.072556
994,59.434713,-146.414051,-129.461959,-52.927324,210.764610
995,58.950378,-146.922019,-129.751088,-53.492075,210.564474
996,58.414788,-147.353122,-130.047100,-54.106233,210.268556
997,57.864554,-147.768957,-130.355152,-54.655216,209.992444
998,57.387763,-148.287878,-130.626831,-55.287812,209.758194
999,56.762626,-148.626996,-130.897651,-55.865536,209.334823
1000,56.451802,-149.282689,-131.194903,-56.525734,209.320659
1001,55.837844,-149.631815,-131.497348,-57.115435,208.934811
1002,55.359261,-150.144800,-131.819491,-57.768255,208.732631
1003,54.792657,-150.573043,-132.122137,-58.312250,208.444703
1004,54.170022,-150.942195,-132.442399,-58.927962,208.064448
1005,54.166532,-151.657693,-132.765357,-59.480407,208.423087
1006,53.443983,-151.696825,-133.060257,-60.049905,207.805172
1007,54.089276,-151.425976,-133.349775,-60.568331,208.299087
1008,54.483747,-152.012964,-133.613871,-61.223330,208.862327
1009,54.233584,-152.671957,-133.897366,-61.806993,208.925096
1010,54.344401,-151.969278,-134.170079,-62.473566,208.679638
1011,53.635737,-151.925669,-134.380160,-63.043031,207.966586
1012,54.048971,-151.353404,-134.578950,-63.655456,208.017842
1013,53.548353,-150.865818,-134.766616,-64.226504,207.289407
1014,53.932134,-150.286680,-134.956870,-64.910582,207.287564
1015,54.558501,-149.974054,-135.141821,-65.465641,207.672540
1016,54.576510,-149.264055,-135.353077,-66.139496,207.323275
1017,55.171238,-148.906397,-135.592833,-66.699399,207.723185
1018,55.302301,-148.223175,-135.846625,-67.351864,207.552598
1019,55.884403,-147.843468,-136.076111,-67.897659,207.942712
1020,56.152411,-147.201963,-136.280275,-68.552778,207.884663
1021,56.652343,-146.705325,-136.496766,-69.126700,208.146634
1022,57.105814,-146.168457,-136.734889,-69.788291,208.346222
1023,57.525680,-145.628783,-136.917619,-70.383283,208.494800
1024,58.104359,-145.241658,-137.066902,-71.002558,208.813948
1025,58.610429,-144.771338,-137.197993,-71.621997,209.025751
1026,59.152972,-144.306959,-137.296034,-72.302831,209.229077
1027,59.621155,-143.761909,-137.412184,-72.886083,209.393217
1028,59.984517,-143.142661,-137.476032,-73.583570,209.354091
1029,60.371590,-142.549484,-137.598588,-74.176800,209.444540
1030,60.696941,-141.924223,-137.705873,-74.886817,209.422277
1031,61.251196,-141.500568,-137.803870,-75.525545,209.703655
1032,61.734581,-140.985233,-137.866841,-76.222303,209.845097
1033,62.304557,-140.584221,-137.922106,-76.820394,210.134581
1034,62.793825,-140.092930,-137.994055,-77.519317,210.312221
1035,63.277934,-139.592878,-138.039972,-78.120244,210.494142
1036,63.811000,-139.146160,-138.069015,-78.797218,210.707227
1037,64.331019,-138.688175,-138.138868,-79.419398,210.966450
1038,64.918086,-138.277154,-138.211478,-80.092575,211.298521
1039,65.462114,-137.839684,-138.272190,-80.740963,211.584334
1040,65.987399,-137.393201,-138.258169,-81.397538,211.782355
1041,66.535628,-136.960185,-138.275913,-81.996420,212.058442
1042,66.996193,-136.439557,-138.223686,-82.696437,212.140335
1043,67.578377,-136.054050,-138.201478,-83.302479,212.433700
1044,68.063868,-135.543534,-138.144584,-83.998146,212.553176
1045,68.657657,-135.141459,-138.089047,-84.616512,212.830847
1046,69.167722,-134.670694,-138.013723,-85.319625,212.978119
1047,69.698940,-134.203574,-137.908699,-85.940112,213.143833
1048,70.235708,-133.734459,-137.789918,-86.642739,213.289220
1049,70.748503,-133.250271,-137.699499,-87.281755,213.456493
1050,71.296392,-132.817241,-137.547696,-87.979420,213.603097
1051,71.844377,-132.383934,-137.447471,-88.564406,213.829906
1052,72.353097,-131.902703,-137.305511,-89.232520,213.956716
1053,72.901794,-131.475074,-137.192071,-89.853661,214.176970
1054,73.382701,-130.971501,-137.053852,-90.518010,214.289588
1055,73.962434,-130.546481,-136.970617,-91.119463,214.586211
1056,74.453460,-130.013479,-136.797843,-91.864738,214.668208
1057,74.982889,-129.559484,-136.686708,-92.478829,214.892980
1058,75.505729,-129.062253,-136.470426,-93.119644,215.001771
1059,76.006467,-128.574278,-136.306516,-93.684467,215.160641
1060,76.537492,-128.091218,-136.058814,-94.391502,215.250692
1061,77.025800,-127.561558,-135.873396,-95.012859,215.372899
1062,77.554843,-127.060586,-135.626044,-95.723912,215.471757
1063,78.090459,-126.584888,-135.484864,-96.309581,215.710484
1064,78.586686,-126.054382,-135.222715,-96.970785,215.778395
1065,79.154268,-125.608325,-135.006768,-97.563645,215.989476
1066,79.638538,-125.085361,-134.713453,-98.172089,216.034951
1067,80.199414,-124.645234,-134.462041,-98.763816,216.216068
1068,80.677721,-124.118979,-134.098006,-99.449452,216.187877
1069,81.211890,-123.643531,-133.829575,-100.047532,216.332158
1070,81.717235,-123.152797,-133.515981,-100.700113,216.401155
1071,82.209895,-122.635731,-133.298337,-101.252943,216.566436
1072,82.726871,-122.157570,-132.995003,-101.865435,216.674173
1073,83.196074,-121.635956,-132.708036,-102.473067,216.752857
1074,83.718591,-121.157215,-132.369235,-103.044433,216.845616
1075,84.217918,-120.650026,-132.062487,-103.620254,216.949825
1076,84.671947,-120.109962,-131.694663,-104.224549,216.948971
1077,85.140857,-119.597286,-131.399044,-104.763750,217.047374
1078,85.517112,-118.999868,-131.021805,-105.362492,216.967925
1079,86.027441,-118.504437,-130.689332,-105.883365,217.083972
1080,86.424530,-117.920797,-130.304234,-106.449898,217.032114
1081,86.913277,-117.418748,-129.967054,-106.942927,217.133187
1082,87.345307,-116.853529,-129.551486,-107.499002,217.098425
1083,87.783625,-116.304888,-129.204717,-108.032902,217.145956
1084,88.262252,-115.769342,-128.783378,-108.586587,217.164448
1085,88.697063,-115.203516,-128.390590,-109.068788,217.174317
1086,89.164377,-114.655659,-127.927016,-109.661672,217.148827
1087,89.616988,-114.100815,-127.555336,-110.163744,217.208008
1088,90.060702,-113.527868,-127.108158,-110.661754,217.187772
1089,90.520995,-112.998498,-126.688809,-111.150538,217.217665
1090,90.918588,-112.435365,-126.208692,-111.656284,217.128678
1091,91.389338,-111.947430,-125.782750,-112.119640,217.172157
1092,91.821821,-111.368604,-125.286760,-112.640355,217.112305
1093,92.313706,-110.853928,-124.841689,-113.094317,217.166952
1094,92.709107,-110.273356,-124.354420,-113.581171,217.088729
1095,93.139943,-109.733688,-123.918194,-114.055527,217.101159
1096,93.552619,-109.164755,-123.434049,-114.546466,217.053396
1097,93.936092,-108.584932,-122.996367,-115.039206,217.028453
1098,94.375154,-108.024852,-122.508265,-115.480888,217.011544
1099,94.766744,-107.431711,-122.102223,-115.852727,217.032399
1100,95.183526,-106.896660,-121.554029,-116.195851,216.936955
1101,95.557946,-106.294504,-120.994815,-116.561298,216.795999
1102,95.907560,-105.673977,-120.349825,-116.837854,216.545350
1103,96.327648,-105.108493,-119.820729,-117.160700,216.484126
1104,96.659989,-104.454777,-119.210469,-117.549418,216.267252
1105,97.108687,-103.894229,-118.675716,-117.971025,216.243069
1106,97.418641,-103.228574,-118.100432,-118.391596,216.051818
1107,97.817290,-102.624721,-117.568857,-118.788948,215.991838
1108,98.226671,-102.015941,-116.957512,-119.172538,215.867047
1109,98.571292,-101.390784,-116.446508,-119.519759,215.780708
1110,98.965764,-100.783579,-115.826811,-119.868897,215.638818
1111,99.318849,-100.157449,-115.312062,-120.211077,215.565711
1112,99.669605,-99.506290,-114.637202,-120.592908,215.341712
1113,100.028268,-98.873116,-114.126340,-120.914524,215.285902
1114,100.320736,-98.206674,-113.462648,-121.230366,215.019594
1115,100.706065,-97.596094,-112.893068,-121.500975,214.932625
1116,101.002075,-96.928535,-112.246711,-121.798231,214.694076
1117,101.404273,-96.333846,-111.678207,-122.073929,214.631533
1118,101.687772,-95.672775,-110.995769,-122.368789,214.352433
1119,102.021219,-95.053249,-110.439005,-122.661031,214.246439
1120,102.332065,-94.419116,-109.744672,-122.939105,213.985822
1121,102.652785,-93.790553,-109.209986,-123.190550,213.892948
1122,103.015381,-93.165017,-108.594881,-123.405330,213.760098
1123,103.300379,-92.527839,-107.932637,-123.665815,213.515715
1124,103.586318,-91.870179,-107.245645,-123.887353,213.249188
1125,103.914150,-91.232665,-106.616651,-124.160798,213.090310
1126,104.139655,-90.525896,-105.922651,-124.403384,212.776542
1127,104.471405,-89.889250,-105.346011,-124.631973,212.674410
1128,104.709045,-89.196491,-104.624232,-124.872624,212.351612
1129,105.053701,-88.578141,-104.024260,-125.098546,212.243572
1130,105.309886,-87.891498,-103.317538,-125.256134,211.946970
1131,105.622772,-87.243312,-102.701093,-125.404373,211.790225
1132,105.901888,-86.575671,-101.965348,-125.475639,211.475756
1133,106.180901,-85.912679,-101.334646,-125.571363,211.271185
1134,106.515953,-85.249335,-100.583385,-125.598537,210.993351
1135,106.815263,-84.565926,-99.914190,-125.671536,210.776512
1136,107.088546,-83.867922,-99.167030,-125.703320,210.455608
1137,107.395669,-83.199479,-98.524781,-125.822377,210.285385
1138,107.630069,-82.486269,-97.752162,-125.917112,209.924031
1139,107.976204,-81.843936,-97.118051,-126.039193,209.801988
1140,108.173085,-81.149160,-96.408151,-126.138461,209.469614
1141,108.465320,-80.489827,-95.768647,-126.244959,209.296549
1142,108.705049,-79.809823,-95.023130,-126.300567,208.965452
1143,108.943318,-79.144360,-94.373881,-126.354224,208.726267
1144,109.242539,-78.478831,-93.659636,-126.355056,208.474040
1145,109.494774,-77.801151,-93.001582,-126.382106,208.242366
1146,109.776710,-77.139370,-92.270403,-126.327428,207.948313
1147,110.039961,-76.471645,-91.645743,-126.306002,207.751261
1148,110.245308,-75.751984,-90.893299,-126.238029,207.377867
1149,110.554556,-75.091137,-90.242879,-126.176322,207.193885
1150,110.750715,-74.389071,-89.516350,-126.098762,206.835175
1151,111.042923,-73.716590,-88.833662,-126.063943,206.617750
1152,111.247668,-73.013675,-88.087698,-126.015926,206.261550
1153,111.462742,-72.321103,-87.461572,-125.971014,206.032026
1154,111.681925,-71.622284,-86.730885,-125.873328,205.695937
1155,111.868526,-70.924067,-86.061121,-125.825090,205.402696
1156,112.140576,-70.250305,-85.411010,-125.682066,205.181162
1157,112.376195,-69.570683,-84.765838,-125.562926,204.939290
1158,112.556704,-68.858966,-84.007367,-125.353154,204.521460
1159,112.845287,-68.190562,-83.358694,-125.222724,204.324912
1160,113.023638,-67.476461,-82.634631,-125.040770,203.950503
1161,113.315576,-66.812703,-82.007849,-124.928958,203.786013
1162,113.510773,-66.097576,-81.330685,-124.755868,203.479702
1163,113.786005,-65.413108,-80.678541,-124.625987,203.279671
1164,114.093217,-64.756571,-79.986389,-124.470912,203.058357
1165,114.331451,-64.082715,-79.332073,-124.367588,202.829551
1166,114.628063,-63.422002,-78.663226,-124.189765,202.618468
1167,114.853174,-62.744204,-77.996216,-124.001757,202.344694
1168,115.169067,-62.135224,-76.765871,-123.488225,201.502385
1169,115.330728,-61.453817,-76.181808,-123.235131,201.231167
